Název VŠ;Součást vysoké školy;Název programu;Typ programu;Forma studia;Doba studia;Název oboru;Jazyk výuky;Oprávnění konat rigorózní zkoušku;Komise;Akreditace udělena;Datum platnosti akreditace;Akreditace omezena;Číslo jednací;STUDPROG;AKVO
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Biophysics;Doktorský;K, P;4;Biophysics;Anglicky;NE;02/2013;ANO;31.12.2020;NE;18581/2013;P1513;1702V005
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Botanika;Navazující magisterský;P;2;Botanika;Česky;ANO;01/2014;ANO;01.06.2022;NE;6057/2014;N1507;1507T004
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Botanika;Doktorský;K, P;4;Botanika;Česky;NE;03/2007;ANO;01.08.2015;NE;17673/2007;P1507;1507V004
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Botanika;Doktorský;K, P;4;Botanika;Česky;NE;02/2013;ANO;31.12.2020;NE;18581/2013;P1507;1507V004
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Botany;Navazující magisterský;P;2;Botany;Anglicky;ANO;01/2014;ANO;01.06.2022;NE;6057/2014;N1507;1507T004
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Botany;Doktorský;K, P;4;Botany;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17673/2007;P1507;1507V004
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Botany;Doktorský;K, P;4;Botany;Anglicky;NE;02/2013;ANO;31.12.2020;NE;18581/2013;P1507;1507V004
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Ecology;Doktorský;K, P;4;Ecology;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17673/2007;P1603;1507V004
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Ekologie;Doktorský;K, P;4;Ekologie;Česky;NE;03/2007;ANO;01.08.2015;NE;17673/2007;P1603;1603V002
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Ekologie a ochrana prostředí;Bakalářský;P;3;Péče o životní prostředí;Česky;NE;02/2008;ANO;31.08.2016;NE;8104/2008;B1601;1604R009
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Elektrotechnika a informatika;Bakalářský;K, P;3;Měřicí a výpočetní technika (jednooborové);Česky;NE;03/2011;ANO;30.11.2015;NE;21747/2011;B2612;2612R057
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Fyzika;Bakalářský;P;3;Fyzika (jednooborové);Česky;NE;04/2007;ANO;31.10.2015;NE;24162/2007;B1701;1701R003
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Fyzika;Bakalářský;P;3;Fyzika pro vzdělávání (dvouoborové);Česky;NE;04/2007;ANO;31.10.2015;NE;24162/2007;B1701;1701R049
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Fyzika;Navazující magisterský;P;2;Fyzikální měření a modelování;Česky;NE;03/2014;ANO;31.07.2018;NE;MSMT/24459/2014;N1701;1701T053
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Fyzika;Navazující magisterský;P;2;Učitelství fyziky pro střední školy;Česky;NE;05/2007;ANO;31.12.2015;NE;28455/2007;N1701;7504T055
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Fyziologie a imunologie;Doktorský;K, P;4;Fyziologie a vývojová biologie;Česky;NE;02/2013;ANO;31.12.2020;NE;18581/2013;P1511;1511V005
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Chemie;Bakalářský;P;3;Chemie (jednooborové);Česky;NE;02/2014;ANO;31.07.2022;NE;MSMT/14352/2014;B1407;1407R005
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Chemie;Bakalářský;P;3;Chemie pro vzdělávání (dvouoborové);Česky;NE;03/2014;ANO;31.07.2018;NE;MSMT/24459/2014;B1407;1407R019
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Chemie;Navazující magisterský;P;2;Chemie životního prostředí;Česky;NE;04/2012;ANO;31.12.2016;NE;43183/2012;N1407;2805T003
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Chemie;Navazující magisterský;P;2;Učitelství chemie pro střední školy (dvouoborové);Česky;NE;01/2010;ANO;31.12.2015;NE;3764/2010;N1407;7504T075
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Informatika;Bakalářský;P;3;Informatika pro vzdělávání (dvouoborové);Česky;NE;04/2012;ANO;31.12.2020;NE;43183/2012;B1801;1101R046
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Matematika;Bakalářský;P;3;Matematika pro vzdělávání (dvouoborové);Česky;NE;04/2012;ANO;31.12.2020;NE;43183/2012;B1101;1801R030
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Matematika;Navazující magisterský;P;2;Učitelství matematiky pro střední školy;Česky;NE;04/2012;ANO;31.12.2020;NE;43183/2012;N1101;7504T089
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Molecular and Cell Biology;Doktorský;K, P;4;Molecular and Cell Biology and Genetics;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17673/2007;P1515;1515V009
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Molecular and Cell Biology;Doktorský;K, P;4;Molecular and Cell Biology and Genetics;Anglicky;NE;02/2013;ANO;31.12.2020;NE;18581/2013;P1515;1515V009
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Molekulární a  buněčná biologie;Doktorský;K, P;4;Molekulární a buněčná biologie a genetika;Česky;NE;03/2007;ANO;01.08.2015;NE;17673/2007;P1515;1515V009
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Molekulární a  buněčná biologie;Doktorský;K, P;4;Molekulární a buněčná biologie a genetika;Česky;NE;02/2013;ANO;31.12.2020;NE;18581/2013;P1515;1515V009
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Physiology and Immunology;Doktorský;K, P;4;Physiology and Developmental Biology;Anglicky;NE;02/2013;ANO;31.12.2020;NE;18581/2013;P1511;1511V005
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Specializace v pedagogice;Doktorský;K, P;4;Vzdělávání v biologii;Česky;NE;02/2014;ANO;31.07.2022;NE;MSMT/14342/2014;P7507;7507V093
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Učitelství pro střední školy;Navazující magisterský;P;2;Učitelství informatiky pro střední školy (dvouoborové);Česky;ANO;01/2013;ANO;31.03.2019;NE;7493/2013;N1801;7504T077
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Zoologie;Navazující magisterský;P;2;Zoologie;Česky;ANO;01/2014;ANO;01.06.2022;NE;6057/2014;N1502;1502T003
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Zoologie;Doktorský;K, P;4;Zoologie;Česky;NE;03/2007;ANO;01.08.2015;NE;17673/2007;P1502;1502V003
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Zoologie;Doktorský;K, P;4;Zoologie;Česky;NE;02/2013;ANO;31.12.2020;NE;18581/2013;P1502;1502V003
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Zoology;Navazující magisterský;P;2;Zoology;Anglicky;ANO;01/2014;ANO;01.06.2022;NE;6057/2014;N1502;1502T003
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Zoology;Doktorský;K, P;4;Zoology;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17673/2007;P1502;1502V003
Jihočeská univerzita v Českých Budějovicích;Přírodovědecká fakulta;Zoology;Doktorský;K, P;4;Zoology;Anglicky;NE;02/2013;ANO;31.12.2020;NE;18581/2013;P1502;1502V003
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Filozofie;Bakalářský;K, P;3;Filozofie (dvouoborové);Česky;NE;03/2011;ANO;31.07.2015;NE;21748/2011;B6101;6101R004
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Filozofie;Bakalářský;P;3;Filozofie a religionistika;Česky;NE;03/2012;ANO;31.07.2016;NE;28919/2012;B6101;6101R033
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Filozofie;Navazující magisterský;P;2;Filozofie;Česky;NE;02/2010;ANO;31.05.2016;NE;11150/2010;N6101;6101T004
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Filozofie;Doktorský;K, P;4;Filozofie;Česky;NE;03/2014;ANO;31.07.2018;NE;MSMT/24461/2014;P6101;6101V004
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Humanitní studia;Bakalářský;P;3;Humanistika;Česky;NE;01/2013;ANO;31.10.2017;NE;7494/2013;B6107;6101R008
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Humanitní studia;Bakalářský;P;3;Humanistika (dvouoborové);Česky;NE;01/2013;ANO;31.10.2017;NE;7494/2013;B6107;6101R008
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Humanitní studia;Bakalářský;K, P;3;Pastorační asistence;Česky;NE;01/2013;ANO;31.10.2017;NE;7494/2013;B6107;6141R031
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Humanitní studia;Magisterský;K, P;5;Pastorační asistence;Česky;NE;01/2002;ANO;31.10.2016;NE;6907/2012;M6107;6141T031
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Humanitní vědy;Bakalářský;P;3;Náboženské vědy (dvouoborové);Česky;NE;01/2013;ANO;31.10.2017;NE;7494/2013;B6145;6141R072
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Pedagogika;Bakalářský;K, P;3;Náboženská výchova a etika;Česky;NE;05/2010;ANO;31.12.2016;NE;33980/2010;B7501;7501R023
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Philosophy;Doktorský;K, P;4;Philosophy;Anglicky;NE;03/2014;ANO;31.07.2018;NE;MSMT/24461/2014;P6101;6101V004
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Sociální práce;Bakalářský;K, P;3;Sociální a charitativní práce;Česky;NE;02/2012;ANO;30.06.2016;NE;16428/2012;B7508;6731R006
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Sociální práce;Navazující magisterský;K, P;2;Etika v sociální práci;Česky;NE;02/2011;ANO;31.08.2019;NE;12790/2011;N7508;6731T024
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Teologie;Bakalářský;K, P;3;Teologie (dvouoborové);Česky;NE;05/2011;ANO;31.12.2019;NE;40875/2011;B6141;6141R047
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Teologie;Bakalářský;K, P;3;Teologie (jednooborové);Česky;NE;05/2011;ANO;31.12.2019;NE;40875/2011;B6141;6141R047
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Teologie;Magisterský;P;5;Teologie;Česky;ANO;05/2011;ANO;31.12.2019;NE;40875/2011;M6141;6141T047
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Teologie;Navazující magisterský;K, P;2;Teologie;Česky;ANO;05/2011;ANO;31.12.2019;NE;40875/2011;N6141;6141T047
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Teologie;Navazující magisterský;K, P;2;Teologie služby;Česky;NE;03/2011;ANO;31.08.2019;NE;21748/2011;N6141;6141T071
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Teologie;Doktorský;K, P;3;Systematická teologie;Česky;NE;03/2008;ANO;31.07.2016;NE;13777/2008;P6141;6141V042
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Teologie;Doktorský;K, P;3;Teologická antropologie a etika;Česky;NE;04/2009;ANO;31.12.2017;NE;22348/2009;P6141;6141V046
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Teologie;Doktorský;K, P;4;Teologie;Česky;NE;01/2012;ANO;31.03.2020;NE;6907/2012;P6141;6141V047
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Theologie;Doktorský;K, P;3;Systematische Theologie;Německy;NE;03/2008;ANO;31.07.2016;NE;13777/2008;P6141;6141V042
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Theologie;Doktorský;K, P;4;Theologie;Německy;NE;01/2012;ANO;31.03.2020;NE;6907/2012;P6141;6141V047
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Theologie;Doktorský;K, P;3;Theologische Antropologie und Ethik;Německy;NE;04/2009;ANO;31.12.2017;NE;22348/2009;P6141;6141V046
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Theology;Doktorský;K, P;4;Theology;Anglicky;NE;05/2013;ANO;31.03.2020;NE;48781/2013;P6141;6141V047
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Učitelství pro střední školy;Navazující magisterský;K, P;2;Učitelství náboženství a etiky;Česky;NE;02/2010;ANO;01.06.2016;NE;11150/2010;N7504;7504T090
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Vychovatelství;Bakalářský;K, P;3;Pedagogika volného času;Česky;NE;03/2014;ANO;31.07.2020;NE;MSMT/24461/2014;B7505;7505R004
Jihočeská univerzita v Českých Budějovicích;Teologická fakulta;Vychovatelství;Navazující magisterský;K, P;2;Pedagogika volného času;Česky;NE;02/2011;ANO;31.08.2015;NE;12790/2011;N7505;7505T004
Jihočeská univerzita v Českých Budějovicích;Ústav fyzikální biologie;Biofyzika;Doktorský;K, P;4;Biofyzika;Česky;NE;05/2007;ANO;31.12.2015;NE;28457/2007;P1513;1702V005
Jihočeská univerzita v Českých Budějovicích;Ústav fyzikální biologie;Physics;Doktorský;K, P;4;Biophysics;Česky;NE;05/2007;ANO;31.12.2015;NE;28457/2007;P1701;1702V005
Jihočeská univerzita v Českých Budějovicích;Výzkumný ústav rybářský a hydrobiologický;Zootechnics;Doktorský;K, P;4;Fishery;Anglicky;NE;01/2008;ANO;01.03.2016;NE;2840/2008;P4103;4103V003
Jihočeská univerzita v Českých Budějovicích;Výzkumný ústav rybářský a hydrobiologický;Zootechnika;Doktorský;K, P;4;Rybářství;Česky;NE;01/2008;ANO;01.03.2016;NE;2840/2008;P4103;4103V003
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Nursing;Bakalářský;K, P;3;Nurse;Anglicky;NE;03/2009;ANO;31.07.2015;NE;14728/2009;B5341;5341R009
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Nursing;Navazující magisterský;K, P;2;Nursing Care in Geriatrics;Anglicky;NE;03/2012;ANO;31.07.2018;NE;28920/2012;N5341;5341T017
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Ochrana obyvatelstva;Bakalářský;K, P;3;Ochrana obyvatelstva se zaměřením na CBRNE;Česky;NE;04/2010;ANO;30.11.2018;NE;26298/2010;B2825;2804R003
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Ochrana obyvatelstva;Navazující magisterský;K, P;2;Civilní nouzová připravenost;Česky;NE;02/2012;ANO;31.07.2016;NE;16429/2012;N2825;2804T004
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Ošetřovatelství;Bakalářský;K, P;3;Všeobecná sestra;Česky;NE;03/2009;ANO;31.07.2015;NE;14728/2009;B5341;5341R009
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Ošetřovatelství;Navazující magisterský;K, P;2;Ošetřovatelská péče v geriatrii;Česky;NE;03/2012;ANO;31.07.2018;NE;28920/2012;N5341;5341T017
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Ošetřovatelství;Navazující magisterský;K, P;2;Ošetřovatelství ve vybraných klinických oborech;Česky;ANO;03/2013;ANO;31.08.2021;NE;20092/2013;N5341;5341T014
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Ošetřovatelství;Doktorský;K, P;3;;Česky;NE;03/2012;ANO;31.12.2016;NE;28920/2012;P5341;5341V000
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Porodní asistence;Bakalářský;K, P;3;Porodní asistentka;Česky;NE;03/2009;ANO;31.07.2015;NE;14728/2009;B5349;5341R007
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Rehabilitace;Bakalářský;K, P;3;Rehabilitační-psychosociální péče o postižené děti, dospělé a seniory;Česky;NE;04/2010;ANO;30.11.2018;NE;26298/2010;B5342;5342R014
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Rehabilitace;Navazující magisterský;K, P;2;Rehabilitační-psychosociální péče o postižené děti, dospělé a seniory;Česky;ANO;04/2012;ANO;31.12.2020;NE;43184/2012;N5342;5342T014
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Rehabilitace;Doktorský;K, P;4;;Česky;NE;01/2011;ANO;01.03.2015;NE;5047/2011;P5342;5342V000
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Sociální politika a sociální práce;Bakalářský;K, P;3;Sociální práce ve veřejné správě;Česky;NE;03/2010;ANO;31.07.2018;NE;19380/2010;B6731;6731R023
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Specializace ve zdravotnictví;Bakalářský;P;3;Fyzioterapie;Česky;NE;02/2014;ANO;01.06.2020;NE;MSMT/14354/2014;B5345;5342R004
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Specializace ve zdravotnictví;Bakalářský;P;3;Nutriční terapeut;Česky;NE;04/2013;ANO;01.11.2019;NE;40450/2013;B5345;5345R027
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Specializace ve zdravotnictví;Bakalářský;K, P;3;Radiologický asistent;Česky;NE;01/2011;ANO;01.03.2015;NE;5047/2011;B5345;5345R010
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Specializace ve zdravotnictví;Bakalářský;K, P;3;Zdravotní laborant;Česky;NE;01/2013;ANO;31.03.2021;NE;7495/2013;B5345;5345R020
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Specializace ve zdravotnictví;Bakalářský;P;3;Zdravotnický záchranář;Česky;NE;03/2013;ANO;31.08.2017;NE;20092/2013;B5345;5345R021
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Speciální pedagogika;Bakalářský;P;3;Speciální pedagogika - vychovatelství;Česky;NE;02/2014;ANO;31.07.2020;NE;6058/2014;B7506;
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Speciální pedagogika;Bakalářský;K;3;Speciální pedagogika - vychovatelství;Česky;NE;02/2014;ANO;31.07.2020;NE;6058/2014;B7506;
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Veřejné zdravotnictví;Bakalářský;P;3;Ochrana veřejného zdraví;Česky;NE;01/2011;ANO;31.03.2019;NE;5047/2011;B5347;5345R006
Jihočeská univerzita v Českých Budějovicích;Zdravotně sociální fakulta;Veřejné zdravotnictví;Navazující magisterský;P;2;Odborný pracovník v ochraně veřejného zdraví;Česky;NE;01/2011;ANO;31.05.2015;NE;5047/2011;N5347;5346T006
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Biotechnologie;Doktorský;K, P;4;Zemědělské biotechnologie;Česky;NE;03/2010;ANO;31.07.2018;NE;19381/2010;P4114;4101V024
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Biotechnologie;Doktorský;K, P;4;Zemědělské biotechnologie;Česky;NE;02/2012;ANO;31.05.2020;NE;16431/2012;P4114;4101V024
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Ekologie a ochrana prostředí;Doktorský;K, P;4;Aplikovaná a krajinná ekologie;Česky;NE;02/2012;ANO;31.05.2020;NE;16431/2012;P1601;1604V001
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Fytotechnika;Doktorský;K, P;4;Obecná produkce rostlinná;Česky;NE;02/2012;ANO;31.05.2016;NE;16431/2012;P4102;4102V002
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Fytotechnika;Doktorský;K, P;4;Speciální produkce rostlinná;Česky;NE;02/2012;ANO;31.05.2020;NE;16431/2012;P4102;4102V008
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Chemie;Doktorský;K, P;4;Zemědělská chemie;Česky;NE;02/2012;ANO;31.05.2020;NE;16431/2012;P1407;4106V017
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělská specializace;Bakalářský;P;3;Biologie a ochrana zájmových organismů;Česky;NE;04/2009;ANO;01.03.2016;NE;22350/2009;B4106;4106R026
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělská specializace;Bakalářský;K;3;Biologie a ochrana zájmových organismů;Česky;NE;04/2009;ANO;01.03.2016;NE;22350/2009;B4106;4106R026
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělská specializace;Bakalářský;P;3;Dopravní a manipulační prostředky;Česky;NE;04/2011;ANO;31.10.2015;NE;29505/2011;B4106;4106R028
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělská specializace;Bakalářský;P;3;Pozemkové úpravy a převody nemovitostí;Česky;NE;04/2010;ANO;31.12.2016;NE;26299/2010;B4106;4106R007
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělská specializace;Navazující magisterský;P;2;Biologie a ochrana zájmových organismů;Česky;NE;04/2012;ANO;31.10.2016;NE;43186/2012;N4106;4106T026
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělská specializace;Navazující magisterský;P;2;Biologie a ochrana zájmových organismů;Česky;NE;03/2013;ANO;31.08.2017;NE;28946/2013;N4106;4106T026
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělská specializace;Navazující magisterský;K;2;Biologie a ochrana zájmových organismů;Česky;NE;03/2013;ANO;31.08.2017;NE;28946/2013;N4106;4106T026
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělská specializace;Navazující magisterský;P;2;Pozemkové úpravy a převody nemovitostí;Česky;NE;04/2011;ANO;01.11.2015;NE;29505/2011;N4106;4106T007
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělské inženýrství;Navazující magisterský;K, P;2;Agroekologie;Česky;NE;05/2012;ANO;31.10.2016;NE;54725/2012;N4101;4106T019
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělské inženýrství;Navazující magisterský;K, P;2;Agroekologie;Česky;NE;02/2013;ANO;31.05.2021;NE;18582/2013;N4101;4106T019
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělské inženýrství;Navazující magisterský;K, P;2;Agropodnikání;Česky;NE;05/2013;ANO;31.10.2017;NE;48784/2013;N4101;4101T026
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělské inženýrství;Navazující magisterský;K, P;2;Agropodnikání;Česky;NE;04/2014;ANO;01.11.2018;NE;MSMT-35589/2014;N4101;4101T026
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělské inženýrství;Navazující magisterský;P;2;Rostlinné biotechnologie;Česky;NE;05/2012;ANO;31.10.2016;NE;54725/2012;N4101;4102T018
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělské inženýrství;Navazující magisterský;P;2;Zemědělské biotechnologie;Česky;NE;05/2013;ANO;31.12.2017;NE;48784/2013;N4101;
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělské inženýrství;Navazující magisterský;P;2;Zemědělské inženýrství;Česky;NE;02/2013;ANO;31.05.2021;NE;18582/2013;N4101;4101T013
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělské inženýrství;Navazující magisterský;P;2;Zemědělské inženýrství;Česky;NE;05/2012;ANO;31.10.2016;NE;54725/2012;N4101;4101T013
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělské inženýrství;Navazující magisterský;P;2;Živočišné biotechnologie;Česky;NE;05/2012;ANO;31.10.2016;NE;54725/2012;N4101;4103T010
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;K, P;3;Agroekologie;Česky;NE;05/2012;ANO;31.10.2016;NE;54725/2012;B4131;4106R019
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;K, P;3;Agroekologie;Česky;NE;02/2013;ANO;31.05.2021;NE;18582/2013;B4131;4106R019
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;K, P;3;Agropodnikání;Česky;NE;05/2013;ANO;31.10.2017;NE;48784/2013;B4131;4131R015
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;K, P;3;Agropodnikání;Česky;NE;04/2014;ANO;01.11.2018;NE;MSMT-35589/2014;B4131;4131R015
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;K, P;3;Biotechnologie využití biomasy;Česky;NE;05/2013;ANO;31.10.2017;NE;48784/2013;B4131;4131R017
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;K, P;3;Trvale udržitelné systémy hospodaření v krajině;Česky;NE;03/2011;ANO;30.11.2017;NE;21749/2011;B4131;4106R013
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;P;3;Zemědělská technika: obchod, servis, služby;Česky;NE;04/2009;ANO;01.03.2016;NE;22350/2009;B4131;4131R007
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;P;3;Zemědělské biotechnologie;Česky;NE;05/2012;ANO;31.10.2016;NE;54725/2012;B4131;4131R012
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;P;3;Zemědělské biotechnologie;Česky;NE;04/2013;ANO;01.11.2017;NE;40451/2013;B4131;4131R012
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;P;3;Zemědělství;Česky;NE;02/2013;ANO;31.05.2021;NE;18582/2013;B4131;4101R018
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zemědělství;Bakalářský;P;3;Zemědělství;Česky;NE;05/2012;ANO;31.10.2016;NE;54725/2012;B4131;4101R018
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zootechnika;Bakalářský;K, P;3;Zootechnika;Česky;NE;02/2013;ANO;31.05.2021;NE;18582/2013;B4103;4103R007
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zootechnika;Bakalářský;K, P;3;Zootechnika;Česky;NE;05/2012;ANO;31.10.2016;NE;54725/2012;B4103;4103R007
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zootechnika;Navazující magisterský;K, P;2;Zootechnika;Česky;NE;02/2013;ANO;31.05.2021;NE;18582/2013;N4103;4103T007
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zootechnika;Navazující magisterský;K, P;2;Zootechnika;Česky;NE;05/2012;ANO;31.10.2016;NE;54725/2012;N4103;4103T007
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zootechnika;Doktorský;K, P;4;Obecná zootechnika;Česky;NE;02/2012;ANO;31.05.2020;NE;16431/2012;P4103;4103V002
Jihočeská univerzita v Českých Budějovicích;Zemědělská fakulta;Zootechnika;Doktorský;K, P;4;Speciální zootechnika;Česky;NE;02/2012;ANO;31.05.2016;NE;16431/2012;P4103;4103V004
