Název VŠ;Součást vysoké školy;Název programu;Typ programu;Forma studia;Doba studia;Název oboru;Jazyk výuky;Oprávnění konat rigorózní zkoušku;Komise;Akreditace udělena;Datum platnosti akreditace;Akreditace omezena;Číslo jednací;STUDPROG;AKVO
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering;Navazující magisterský;K, P;2;Electronics;Anglicky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2649;2612T015
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering;Navazující magisterský;K, P;2;Measurement and Control Engineering;Anglicky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2649;2601T004
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering;Doktorský;K, P;4;Electric Power Engineering;Anglicky;NE;02/2010;ANO;31.05.2018;NE;11191/2010;P2649;3907V001
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering;Doktorský;K, P;4;Electrical Machines, Apparatus and Drives;Anglicky;NE;02/2010;ANO;31.05.2018;NE;11191/2010;P2649;2642V004
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering;Doktorský;K, P;4;Electronics;Anglicky;NE;02/2010;ANO;31.05.2018;NE;11191/2010;P2649;2642V015
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering;Doktorský;K, P;4;Technical Cybernetics;Anglicky;NE;02/2010;ANO;31.05.2018;NE;11191/2010;P2649;2642V045
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Bakalářský;P;3;Biomedical Technology;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;3901R032
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Bakalářský;K, P;3;Commercial Electrical Engineering;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;2602R010
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Bakalářský;K, P;3;Control and Information Systems;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;2612R041
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Bakalářský;K, P;3;Electrical Machines, Apparatus and Drives;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;2642R004
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Bakalářský;K, P;3;Electrical Power Engineering;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;3907R001
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Bakalářský;K, P;3;Electronics and Communication Technology;Anglicky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;2612R018
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Navazující magisterský;K, P;2;Control and Informatics Systems;Anglicky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2645;2612T041
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Navazující magisterský;K, P;2;Electrical Machines, Apparatus and Drives;Anglicky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2645;2642T004
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Navazující magisterský;K, P;2;Electrical Power Engineering;Anglicky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2645;3907T001
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Electrical Engineering, Communication and Computer Systems;Navazující magisterský;K, P;2;Electronics and Communication Technology;Anglicky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2645;2612T018
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Bakalářský;K, P;3;Aplikovaná a komerční elektronika;Česky;NE;01/2014;ANO;31.10.2018;NE;6108/2014;B2649;2602R014
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Bakalářský;K, P;3;Aplikovaná elektronika;Česky;NE;01/2014;ANO;31.08.2022;NE;6108/2014;B2649;
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Bakalářský;P;3;Biomedicínský technik;Česky;NE;05/2010;ANO;01.03.2019;NE;34010/2010;B2649;3901R039
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Bakalářský;K, P;3;Elektroenergetika;Česky;NE;01/2014;ANO;31.08.2022;NE;6108/2014;B2649;3907R001
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Bakalářský;K, P;3;Měřicí a řídicí technika;Česky;NE;01/2014;ANO;31.10.2018;NE;6108/2014;B2649;2601R004
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Bakalářský;K, P;3;Řídící a informační systémy;Česky;NE;01/2014;ANO;31.08.2018;NE;6108/2014;B2649;
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Navazující magisterský;K, P;2;Biomedicínské inženýrství;Česky;NE;03/2013;ANO;01.11.2021;NE;28967/2013;N2649;3901T009
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Navazující magisterský;K, P;2;Elektroenergetika;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2649;3907T001
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Navazující magisterský;K, P;2;Elektronika;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2649;2612T015
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Navazující magisterský;K, P;2;Měřící a řídicí technika;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2649;2601T004
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Doktorský;K, P;4;Elektrické stroje, přístroje a pohony;Česky;NE;02/2010;ANO;31.05.2018;NE;11191/2010;P2649;2642V004
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Doktorský;K, P;4;Elektroenergetika;Česky;NE;02/2010;ANO;31.05.2018;NE;11191/2010;P2649;3907V001
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Doktorský;K, P;4;Elektronika;Česky;NE;02/2010;ANO;31.05.2018;NE;11191/2010;P2649;2612V015
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika;Doktorský;K, P;4;Technická kybernetika;Česky;NE;02/2010;ANO;31.05.2018;NE;11191/2010;P2649;2612V045
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Bakalářský;P;3;Biomedicínská technika;Česky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;3901R032
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Bakalářský;K, P;3;Elektrické stroje, přístroje a pohony;Česky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;2642R004
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Bakalářský;K, P;3;Elektroenergetika;Česky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;3907R001
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Bakalářský;K, P;3;Elektronika a sdělovací technika;Česky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;2612R018
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Bakalářský;K, P;3;Komerční elektrotechnika;Česky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;2602R010
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Bakalářský;K, P;3;Řídící a informační systémy;Česky;NE;03/2007;ANO;01.08.2015;NE;17713/2007;B2645;2612R041
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Navazující magisterský;K, P;2;Elektrické stroje, přístroje a pohony;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2645;2642T004
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Navazující magisterský;K, P;2;Elektroenergetika;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2645;3907T001
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Navazující magisterský;K, P;2;Elektronika a sdělovací technika;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2645;2612T018
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Elektrotechnika, sdělovací a výpočetní technika;Navazující magisterský;K, P;2;Řídicí a informační systémy;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2645;2612T041
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Informační a komunikační technologie;Bakalářský;K, P;3;Informatika a výpočetní technika;Česky;NE;03/2009;ANO;01.11.2017;NE;14772/2009;B2647;2612R025
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Informační a komunikační technologie;Bakalářský;K, P;3;Mobilní technologie;Česky;NE;03/2009;ANO;01.11.2017;NE;14772/2009;B2647;2612R059
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Informační a komunikační technologie;Bakalářský;K, P;3;Telekomunikační technika;Česky;NE;03/2009;ANO;01.11.2017;NE;14772/2009;B2647;2601R013
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Informační a komunikační technologie;Bakalářský;K, P;3;Výpočetní matematika;Česky;NE;03/2009;ANO;01.11.2017;NE;14772/2009;B2647;1103R031
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Informační a komunikační technologie;Navazující magisterský;K, P;2;Informatika a výpočetní technika;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2647;2612T025
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Informační a komunikační technologie;Navazující magisterský;K, P;2;Mobilní technologie;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2647;2612T059
Vysoká škola báňská - Technická univerzita Ostrava;Fakulta elektrotechniky a informatiky;Informační a komunikační technologie;Navazující magisterský;K, P;2;Telekomunikační technika;Česky;NE;04/2005;ANO;20.10.2015;NE;11869/2006;N2647;2601T013
